name,benefits
NH농협 올바른BAZIC+ 카드,"[{'benefit_name': '언제나할인', 'benefit_detail': '할인한도 없이 0.7~1.4% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인쇼핑 1.4~2.1% 청구할인'}, {'benefit_name': '주유', 'benefit_detail': '주유 1.4~2.1% 청구할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트·백화점1.4~2.1%청구할인'}, {'benefit_name': '의료', 'benefit_detail': '의료 1.4~2.1% 청구할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제브랜드 프리미엄 서비스 제공'}]"
NH농협 기후동행카드,"[{'benefit_name': '대중교통', 'benefit_detail': '후불 기후동행카드'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인 쇼핑몰 10% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': '온라인 서점 10% 청구할인어학시험 10% 청구할인'}, {'benefit_name': '영화', 'benefit_detail': 'CGV온라인예매 2,000원 청구할인'}, {'benefit_name': '외식', 'benefit_detail': '배달앱 10% 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 4,000원 청구할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피 3,000원 청구할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 5% 청구할인'}, {'benefit_name': '레저', 'benefit_detail': '놀이공원 50% 현장할인'}]"
zgm.일본여행중카드,"[{'benefit_name': '금융', 'benefit_detail': '해외결제 시 해외서비스수수료 면제'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '일본 오프라인 전매장 10%포인트적립해외·국내 생활업종 NH포인트 적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '전세계 공항 라운지 무료 이용'}, {'benefit_name': '레저', 'benefit_detail': '익스피디아 객실요금 9% 즉시 할인'}]"
GS리테일 NH농협카드,"[{'benefit_name': '쇼핑', 'benefit_detail': 'GS리테일 이용시 2% GS포인트적립GS리테일 POP 서비스 이용가능'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '국내 이용금액 1% NH포인트적립국외 이용금액 2% NH포인트적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제공항라운지 무료이용 연 2회 제공'}]"
원더카드 DAILY,"[{'benefit_name': '대중교통', 'benefit_detail': '대중교통 10% 청구 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 10% 청구 할인'}, {'benefit_name': '문화', 'benefit_detail': '영상스트리밍 40% 청구 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인 식품 & 쇼핑 10% 청구할인'}]"
NH농협 올바른NEW HAVE 카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '기본적립: 0.7% NH포인트적립 스마트적립: 0.7/1.4%추가적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '스마트적립 ①영역: 온라인쇼핑/배달앱스마트적립 ②영역: 오프라인쇼핑/잡화'}, {'benefit_name': '외식', 'benefit_detail': '스마트적립 ①영역: 온라인쇼핑/배달앱'}, {'benefit_name': '대형마트', 'benefit_detail': '스마트적립 ②영역: 오프라인쇼핑/잡화'}, {'benefit_name': '문화', 'benefit_detail': '스마트적립 ③영역: 이동통신 / 구독'}, {'benefit_name': '통신', 'benefit_detail': '스마트적립 ③영역: 이동통신 / 구독'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스마트적립 ⑤영역: 커피/편의점'}, {'benefit_name': '대중교통', 'benefit_detail': '스마트적립 ④영역: 대중교통 / 택시'}, {'benefit_name': '편의점', 'benefit_detail': '스마트적립 ⑤영역: 커피/편의점'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제공항 라운지 무료이용'}, {'benefit_name': '금융', 'benefit_detail': '농협 이체수수료 통합 월 10회 면제'}]"
NH20 해봄카드,"[{'benefit_name': '프리미엄', 'benefit_detail': '[여행해봄]인천 공항라운지 무료이용 서비스'}, {'benefit_name': '레저', 'benefit_detail': '[놀이해봄]전국 놀이공원 최대 50% 현장할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인 쇼핑몰 10% 청구할인어플리케이션 2,000원 청구할인해외 전가맹점 이용금액 2% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': '온라인서점, 어학시험 10% 청구할인인터넷/모바일 교육콘텐츠 서비스 제공'}, {'benefit_name': '영화', 'benefit_detail': 'CGV온라인예매 2,000원 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 4,000원 청구할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스/이디야 커피 30% 청구할인'}, {'benefit_name': '편의점', 'benefit_detail': 'GS25 5% 청구할인GS리테일 POP 서비스'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 10% 청구할인'}, {'benefit_name': '주유', 'benefit_detail': '주유 5% 청구할인'}, {'benefit_name': '외식', 'benefit_detail': '배달앱 10% 청구할인'}]"
원더카드 T  ,"[{'benefit_name': '통신', 'benefit_detail': 'SKT 통신요금 20% 하나머니 적립T멤버십 바코드결제 20%하나머니적립'}, {'benefit_name': '주유', 'benefit_detail': 'SK에너지 10% 하나머니 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '11번가 10% 하나머니 적립'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 10% 하나머니 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 10% 하나머니 적립'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내가맹점 2~3개월 무이자할부'}]"
NH올원 Rental&코웨이카드,"[{'benefit_name': '렌탈', 'benefit_detail': '매월 코웨이 렌탈료1~3만원 청구할인'}, {'benefit_name': '레저', 'benefit_detail': '전국 주요 놀이공원 할인'}]"
아멕스 더 플래티넘 카드 Edition2,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 회원 Welcome 이벤트'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '최대 5 멤버십 리워즈(MR) 적립대상점 이용 금액 1천원당'}, {'benefit_name': '바우처', 'benefit_detail': '85만원 상당 바우처 제공국내 트래블·패션/뷰티 영역'}, {'benefit_name': '프리미엄', 'benefit_detail': '글로벌 라운지 서비스The Centurion® 라운지Delta Sky Club® 라운지Fine Hotels+Resorts™5성급 호텔 프리미엄 혜택 제공The Hotel Collection객실 업그레이드·호텔 크레딧 제공호텔 멤버십 헤택 제공메탈 플레이트 제공'}, {'benefit_name': '레저', 'benefit_detail': '이용 금액 1천원당 5MR 적립해외/호텔/여행·항공사/골프/면세점전 세계 공항 라운지 무료 이용공항·호텔 발레파킹 서비스'}, {'benefit_name': '외식', 'benefit_detail': 'Be My Guest 할인호텔 델리/레스토랑·패밀리 레스토랑'}, {'benefit_name': '대중교통', 'benefit_detail': '공항 리무진·철도 티켓 무료 제공'}]"
NH농협 온플래티늄(ON Platinum)카드(포인트),"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '기본적립: 0.8% NH포인트 적립더블적립: 1.6% NH포인트 적립보너스 포인트 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '더블적립: 온/오프라인 쇼핑 1.6% NH포인트 적립'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '더블적립: 스타벅스1.6% NH포인트 적립'}, {'benefit_name': '문화', 'benefit_detail': '더블적립: 구독서비스1.6% NH포인트 적립'}, {'benefit_name': '외식', 'benefit_detail': '더블적립: 배달의 민족1.6% NH포인트 적립'}, {'benefit_name': '레저', 'benefit_detail': '더블적립: 골프장1.6% NH포인트 적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '전 세계 공항 라운지 무료 이용국제 브랜드 프리미엄 서비스 제공'}]"
NH1961카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '국내/해외이용가맹점0.7~0.9%적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인쇼핑 멤버십 이용료 50% 적립'}, {'benefit_name': '문화', 'benefit_detail': '스트리밍 20% NH포인트 적립'}, {'benefit_name': '외식', 'benefit_detail': '배달앱 10% 적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제공항 라운지 무료이용'}]"
zgm.rounding카드,"[{'benefit_name': '레저', 'benefit_detail': '골프장•골프연습장•스크린골프 5%할인쇼골프 연습장 일 타석권 50% 할인홀인원 축하금 100만원 제공'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피전문점 10% 청구할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국내 국제공항 라운지 연2회 무료이용'}]"
NH농협 올바른OIL&PASS 카드,"[{'benefit_name': '주유', 'benefit_detail': '전국주유소/LPG충전소 5% 청구할인[BEST OIL 팩][SMART PASS 팩]'}, {'benefit_name': '오토', 'benefit_detail': '스피드메이트 엔진오일·와이퍼 무료교환[BEST OIL 팩]'}, {'benefit_name': '대중교통', 'benefit_detail': '버스/지하철/택시/철도 7% 청구할인[SMART PASS 팩][BEST OIL 팩]'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 1,000원 청구할인[공통 서비스]'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피전문점 2,000원 청구할인[공통 서비스]'}, {'benefit_name': '레저', 'benefit_detail': '[SMART PASS 팩]'}, {'benefit_name': '통신', 'benefit_detail': '[SMART PASS 팩]'}, {'benefit_name': '쇼핑', 'benefit_detail': '[SMART PASS 팩]'}, {'benefit_name': '외식', 'benefit_detail': '[SMART PASS 팩]'}, {'benefit_name': '뷰티', 'benefit_detail': '[SMART PASS 팩]'}]"
신세계 신백리워드 삼성카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '국내외 가맹점 신백리워드 포인트 적립주말 국내 가맹점 무이자할부'}, {'benefit_name': '쇼핑', 'benefit_detail': '신세계 백화점 무이자 할부신세계 백화점 제휴 서비스'}, {'benefit_name': '대형마트', 'benefit_detail': '이마트 6,000원 할인이마트 3개월 무이자 할부'}, {'benefit_name': '영화', 'benefit_detail': 'CGV 3,000원 할인'}, {'benefit_name': '레저', 'benefit_detail': '놀이공원 50% 현장 할인워터파크 입장권 30% 현장 할인'}, {'benefit_name': '오토', 'benefit_detail': '연 2회 엔진오일교환 2만원 현장할인연 1회 차량 안전점검 무료연 1회 타이어 펑크 수리 무료연 1회 타이어 위치 교환 무료'}]"
LOCA MONEY (로카 머니),"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '로카코인 기본 1%, 최대 2% 적립국내외 가맹점에서 한도 제한없이 적립로카코인 사용 안내'}]"
zgm.streaming카드,"[{'benefit_name': '쇼핑', 'benefit_detail': '멤버십 이용요금 7천원 청구할인'}, {'benefit_name': '문화', 'benefit_detail': '스트리밍 이용요금 50% 청구할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스 사이렌오더 50% 청구 할인'}, {'benefit_name': '간편결제', 'benefit_detail': '온라인 간편결제 5% 청구 할인'}]"
현대카드 대한항공카드 300,"[{'benefit_name': '항공마일리지', 'benefit_detail': '1천원당 최대 3 마일리지연간 보너스 1만 마일리지'}, {'benefit_name': '프리미엄', 'benefit_detail': '전 세계 공항 라운지 무료 이용공항 및 호텔 발레파킹 무료 이용메탈 플레이트 제공MasterCard World 서비스'}, {'benefit_name': '바우처', 'benefit_detail': '대한항공 직판 국제선 항공권 할인쿠폰'}, {'benefit_name': '간편결제', 'benefit_detail': '대한항공 간편결제/현대카드 앱카드Apple Pay 이용 가능'}]"
THE iD. TITANIUM (포인트),"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인신규회원 연회비 20만원 캐시백(삼성개인신용카드 신규발급 시 제공)'}, {'benefit_name': '바우처', 'benefit_detail': '기프트 서비스 (택 2) '}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '국내 가맹점 1.2% 빅포인트 적립특별 가맹점 1.5% 빅포인트 적립'}, {'benefit_name': '문화', 'benefit_detail': '라이프스타일 50,000원 할인'}, {'benefit_name': '레저', 'benefit_detail': '라이프스타일 50,000원 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '라이프스타일 50,000원 할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국내외 공항 라운지 무료 서비스VISA 프리미엄 서비스국내 특급 호텔 발렛파킹 서비스인천/김포공항 발렛파킹 서비스Dining Privilege 서비스특수 소재 카드'}]"
신한카드 The Premium PET,"[{'benefit_name': '반려동물', 'benefit_detail': '전국 동물병원 30% 결제일 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '5개 펫 온라인몰 30% 결제일 할인일반 온라인쇼핑몰 10% 결제일 할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '공항 라운지 무료 서비스'}, {'benefit_name': '바우처', 'benefit_detail': '기프트옵션 서비스동물병원 건강검진 30만원 할인권펫 보험 1년 무료가입 이용권펫전용 쇼핑몰 20만원 할인권 제공반려동물 제품 무료 제공마이신한포인트 15만점'}]"
이마트II KB국민카드(옐로우),"[{'benefit_name': '대형마트', 'benefit_detail': '이마트/트레이더스 최대30% 청구할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스 최대 10% 청구할인'}, {'benefit_name': '교육', 'benefit_detail': '학원 최대 10% 청구할인'}, {'benefit_name': '의료', 'benefit_detail': '약국 최대 10% 청구할인'}, {'benefit_name': '외식', 'benefit_detail': '패밀리 레스토랑 최대 10% 청구할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 최대 10% 청구할인'}, {'benefit_name': '주유', 'benefit_detail': '주유(충전) 최대 10% 청구할인'}, {'benefit_name': '뷰티', 'benefit_detail': '미용실 최대 10% 청구할인'}, {'benefit_name': '레저', 'benefit_detail': '골프(연습)장 최대 10% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': 'OTT 구독서비스 10% 청구할인'}]"
NH농협 별다줄카드,"[{'benefit_name': '언제나할인', 'benefit_detail': '국내 온라인 전 가맹점 7% 청구할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '무신사·크림·야놀자 등 14%청구할인'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통(버스,지하철) 5% 청구할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스,이디야 5% 청구할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 5% 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '통신요금 5% 청구할인'}, {'benefit_name': '외식', 'benefit_detail': '배달앱 5% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': 'OTT 구독 5% 청구할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제공항 라운지 무료이용 연2회'}, {'benefit_name': '레저', 'benefit_detail': '전국 주요 놀이공원 현장할인'}]"
현대카드 대한항공카드 the First Edition2,"[{'benefit_name': '항공마일리지', 'benefit_detail': '1천원당 최대 5 마일리지연간 보너스 3만 마일리지'}, {'benefit_name': '프리미엄', 'benefit_detail': '전 세계 공항 라운지 무료 이용공항 및 호텔 발레파킹 무료 이용메탈 플레이트 제공MasterCard World 서비스'}, {'benefit_name': '바우처', 'benefit_detail': '대한항공 직판 국제선 항공권 할인쿠폰'}, {'benefit_name': '간편결제', 'benefit_detail': '대한항공 간편결제/현대카드 앱카드Apple Pay 이용 가능'}]"
NH농협 올바른NEW HAVE+ 카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '기본적립: 0.7% NH포인트적립 스마트적립: 1.4/2.8%추가적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '스마트적립 ①영역: 온라인쇼핑/배달앱스마트적립 ②영역: 오프라인쇼핑/잡화'}, {'benefit_name': '외식', 'benefit_detail': '스마트적립 ①영역: 온라인쇼핑/배달앱'}, {'benefit_name': '대형마트', 'benefit_detail': '스마트적립 ②영역: 오프라인쇼핑/잡화'}, {'benefit_name': '문화', 'benefit_detail': '스마트적립 ③영역: 이동통신 / 구독'}, {'benefit_name': '통신', 'benefit_detail': '스마트적립 ③영역: 이동통신 / 구독'}, {'benefit_name': '대중교통', 'benefit_detail': '스마트적립 ④영역: 대중교통 / 택시'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스마트적립 ⑤영역: 커피/편의점'}, {'benefit_name': '편의점', 'benefit_detail': '스마트적립 ⑤영역: 커피/편의점'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제 브랜드 프리미엄 서비스 제공'}, {'benefit_name': '금융', 'benefit_detail': '농협 이체수수료 통합 월 10회 면제'}]"
올리브영 현대카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '최대 5% 리워드 혜택'}, {'benefit_name': '쇼핑', 'benefit_detail': '최대 5% 리워드 혜택'}, {'benefit_name': '프리미엄', 'benefit_detail': '메탈 플레이트 제공Visa/Amex 플래티넘 서비스'}, {'benefit_name': '간편결제', 'benefit_detail': '현대카드 앱카드Apple Pay 이용 가능'}]"
ALL 우리카드 Premium,"[{'benefit_name': '바우처', 'benefit_detail': 'ALL 리워드 포인트 기프트 제공ALL 회원 SILVER 등급 제공'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': 'ALL 리워드 포인트 적립ALL 리워드 포인트 보너스 제공유의사항'}, {'benefit_name': '레저', 'benefit_detail': '아코르 호텔 프리미엄 서비스 제공'}, {'benefit_name': '프리미엄', 'benefit_detail': '국내외 공항 라운지 무료이용 서비스KAL 리무진 버스 무료이용 서비스국내외 여행자 보험 서비스 제공'}]"
KB국민 EV카드,"[{'benefit_name': '주유', 'benefit_detail': '전기/수소차 충전 20% 청구할인'}, {'benefit_name': '오토', 'benefit_detail': '주차장, 세차장 20% 청구할인자동차 보험 1만원 청구 할인'}, {'benefit_name': '문화', 'benefit_detail': '넷플릭스 등 OTT 20% 청구할인'}, {'benefit_name': '쇼핑', 'benefit_detail': 'G마켓 등 오픈마켓 10% 청구할인'}]"
zgm.play++카드,"[{'benefit_name': '쇼핑', 'benefit_detail': '인앱결제 10% 청구할인올리브영 5% 청구할인쿠팡, 티몬 5% 청구할인'}, {'benefit_name': '문화', 'benefit_detail': 'PC게임 충전 결제 10% 청구할인PC게임방 10% 청구할인온라인서점 5% 청구할인오프라인서점 5% 청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 10% 청구할인'}, {'benefit_name': '레저', 'benefit_detail': '피트니스업종 10% 청구할인놀이공원 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '교통 10% 청구할인'}, {'benefit_name': '영화', 'benefit_detail': 'CGV,롯데시네마,메가박스 청구할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스,투썸플레이스,커피빈 청구할인'}, {'benefit_name': '외식', 'benefit_detail': '패스트푸드업종 20% 청구할인'}, {'benefit_name': '뷰티', 'benefit_detail': '미용실 5% 청구할인'}, {'benefit_name': '편의점', 'benefit_detail': 'CU/GS25 5% 청구할인'}, {'benefit_name': '바우처', 'benefit_detail': '워터파크 2인 입장교환권 제공'}, {'benefit_name': '프리미엄', 'benefit_detail': '전 세계 공항라운지 무료 이용'}]"
NH농협 올바른OIL카드,"[{'benefit_name': '주유', 'benefit_detail': '주유시 L당 100~150원 청구할인주유 할인 연계 NH포인트 자동사용'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스/이디야 10% NH포인트적립'}, {'benefit_name': '편의점', 'benefit_detail': 'CU, GS25 5% NH포인트 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '버스,지하철,택시 5% NH포인트적립'}, {'benefit_name': '오토', 'benefit_detail': '카카오T대리 10% NH포인트적립오토 오아시스 차량 경정비 현장 할인'}]"
NH농협 SOHO 다사로이OIL카드,"[{'benefit_name': '주유', 'benefit_detail': '전 주유소 및 LPG 5% 청구할인'}, {'benefit_name': '관리비', 'benefit_detail': '4대사회보험·전기요금 0.5%청구할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 요금 0.5% 청구할인'}, {'benefit_name': '오토', 'benefit_detail': '엔진오일 및 와이퍼 무료교환 서비스차량 구매액 1% 청구할인'}, {'benefit_name': '간편결제', 'benefit_detail': '카카오T대리 자동결제 10% 청구할인'}]"
에너지플러스카드 Edition3,"[{'benefit_name': '주유', 'benefit_detail': '리터당 최대 300 M포인트 적립2만원 바로할인 보너스 카드 제공'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '국내외 가맹점 1% M포인트 적립'}]"
미래에셋 현대카드 Diamond,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '업종별 최대 5% 스탁마일리지 적립연간 20만 스탁마일리지 스페셜 적립'}, {'benefit_name': '금융', 'benefit_detail': '미래에셋증권 다이아몬드 등급 적용카이로스 멤버스 혜택 제공'}, {'benefit_name': '바우처', 'benefit_detail': '30만원 상당 바우처 제공(연1회)'}, {'benefit_name': '프리미엄', 'benefit_detail': '공항 라운지 무료 이용메탈 소재 카드 플레이트 제공'}, {'benefit_name': '쇼핑', 'benefit_detail': '면세점 최대 5% 특별적립백화점 최대 3% 특별적립프리미엄아울렛 최대 3% 특별적립'}, {'benefit_name': '레저', 'benefit_detail': '특급호텔 최대 5% 특별적립여행/항공 최대 5% 특별적립골프장/골프연습장 최대 5% 특별적립'}]"
신한카드 플리,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '언제나할인', 'benefit_detail': 'Daily 결제일 할인Weekly 할인 쿠폰'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '마이신한포인트 월 최대 3천P 적립'}]"
IBK-Syrup카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': 'OK캐시백,GS포인트,아모레퍼시픽 등통합멤버십 포인트 적립 & 사용 가능'}, {'benefit_name': '바우처', 'benefit_detail': '메가박스, 교보문고, S-OIL 등IBK-Syrup 모바일쿠폰 서비스'}]"
"SILVER FOR 롯데백화점, 현대카드","[{'benefit_name': '쇼핑', 'benefit_detail': '롯데백화점, 롯데아울렛, 롯데몰5% M포인트 적립100% M포인트 사용'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '국내외 가맹점 1% M포인트 적립최대 50만 M포인트 긴급적립M포인트 사용L.POINT 서비스'}, {'benefit_name': '바우처', 'benefit_detail': '롯데백화점 전용 쿠폰매달 5% 에누리 쿠폰 3매 제공7% 에누리 쿠폰 1매'}, {'benefit_name': '납부 혜택', 'benefit_detail': '롯데백화점 6개월 무이자 할부 서비스'}]"
NH농협 SOHO 다사로이+카드,"[{'benefit_name': '관리비', 'benefit_detail': '4대사회보험·전기요금 5% 특별할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스 30% 특별할인'}, {'benefit_name': '문화', 'benefit_detail': '넷플릭스, 멜론 30% 특별할인'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내, 해외 이용가맹점 0.5% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '사업경비·해외이용액0.5~1.5%할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국제 브랜드 프리미엄 서비스 제공'}]"
스타벅스 현대카드,"[{'benefit_name': '카페/베이커리', 'benefit_detail': '카페업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '누적 이용금액 기준 스타벅스 별 적립'}, {'benefit_name': '간편결제', 'benefit_detail': '간편결제 이용 시 스타벅스 별 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 이용 시 스타벅스 별 적립'}, {'benefit_name': '문화', 'benefit_detail': '문화업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 이용 시 스타벅스 별 적립'}, {'benefit_name': '외식', 'benefit_detail': '외식업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 이용 시 스타벅스 별 적립'}, {'benefit_name': '교육', 'benefit_detail': '교육업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '영화', 'benefit_detail': '영화관 이용 시 스타벅스 별 적립'}, {'benefit_name': '통신', 'benefit_detail': '통신업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '의료', 'benefit_detail': '의료업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '프리미엄 이용 시 스타벅스 별 적립'}, {'benefit_name': '반려동물', 'benefit_detail': '동물병원 이용 시 스타벅스 별 적립'}, {'benefit_name': '금융', 'benefit_detail': '금융업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '오토', 'benefit_detail': '오토업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '주유', 'benefit_detail': '주유소 이용 시 스타벅스 별 적립'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '육아', 'benefit_detail': '육아업종 이용 시 스타벅스 별 적립'}, {'benefit_name': '레저', 'benefit_detail': '레저업종 이용 시 스타벅스 별 적립'}]"
미래에셋 현대카드 Gold,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '업종별 최대 3% 스탁마일리지 적립연간 5만 스탁마일리지 스페셜 적립'}, {'benefit_name': '금융', 'benefit_detail': '미래에셋증권 골드 등급 적용'}, {'benefit_name': '바우처', 'benefit_detail': '10만원 상당 바우처 제공(연1회)'}, {'benefit_name': '프리미엄', 'benefit_detail': '공항 라운지 무료 이용메탈 소재 카드 플레이트 제공'}, {'benefit_name': '쇼핑', 'benefit_detail': '백화점 최대 3% 특별적립프리미엄 아울렛 최대 3% 특별적립온라인쇼핑 최대 2% 특별적립'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피전문점 최대 2% 특별적립'}, {'benefit_name': '외식', 'benefit_detail': '배달 앱 최대 2% 특별적립'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 최대 2% 특별적립'}, {'benefit_name': '문화', 'benefit_detail': '디지털 콘텐츠 최대 2% 특별적립'}]"
LOCA 100,"[{'benefit_name': '언제나할인', 'benefit_detail': '국내외 가맹점에서 최대 1% 할인전월실적 없이 0.5% 할인은 기본!온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '바우처', 'benefit_detail': '6만원 Flex Voucher 제공!'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 업종 최대 1% 결제일 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피/베이커리 최대 1% 결제일 할인'}, {'benefit_name': '외식', 'benefit_detail': '외식 업종 최대 1% 결제일 할인'}, {'benefit_name': '레저', 'benefit_detail': '레저 업종 최대 1% 결제일 할인'}, {'benefit_name': '문화', 'benefit_detail': '문화 업종 최대 1% 결제일 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 최대 1% 결제일 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 최대 1% 결제일 할인'}, {'benefit_name': '주유', 'benefit_detail': '주유소 최대 1% 결제일 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 업종 최대 1% 결제일 할인'}, {'benefit_name': '영화', 'benefit_detail': '영화관 최대 1% 결제일 할인'}, {'benefit_name': '교육', 'benefit_detail': '교육 업종 최대 1% 결제일 할인'}, {'benefit_name': '육아', 'benefit_detail': '육아 업종 최대 1% 결제일 할인'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 최대 1% 결제일 할인'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티 업종 최대 1% 결제일 할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 업종 최대 1% 결제일 할인'}, {'benefit_name': '오토', 'benefit_detail': '오토 업종 최대 1% 결제일 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 업종 최대 1% 결제일 할인'}, {'benefit_name': '금융', 'benefit_detail': '금융 업종 최대 1% 결제일 할인'}]"
