name,benefits
KB국민 Easy all 티타늄카드,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시'}, {'benefit_name': '문화', 'benefit_detail': '넷플릭스·티빙 등 정기결제 10%할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스 등 커피 업종 10% 할인제과/아이스크림 업종 10% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '해외 직구·면세점 3% 할인G마켓, 옥션 등 온라인쇼핑 5%할인소셜 커머스 5%할인패션/인테리어 업종 7%할인롯데백화점 등 백화점 7%할인마켓컬리 10%할인'}, {'benefit_name': '외식', 'benefit_detail': '패스트푸드 업종 10%할인배달의민족 등 배달앱 10%할인레스토랑·뷔페 등 음식업종 3% 할인'}, {'benefit_name': '주유', 'benefit_detail': 'SK·GS주유소 및 충전소 5% 할인'}, {'benefit_name': '통신', 'benefit_detail': 'SKT,KT 등 이동통신요금5%할인'}, {'benefit_name': '레저', 'benefit_detail': '헬스, 요가 등 스포츠업종 7% 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 업종 5% 할인'}, {'benefit_name': '관리비', 'benefit_detail': '관리비/공과금 3% 할인'}, {'benefit_name': '의료', 'benefit_detail': '병/의원·약국 등 의료업종 3% 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '택시 업종 이용시 10% 할인대중교통(버스·지하철) 7% 할인'}, {'benefit_name': '뷰티', 'benefit_detail': '올리브영 등 뷰티 업종  7% 할인'}, {'benefit_name': '편의점', 'benefit_detail': 'CU·GS25 편의점 7% 할인'}, {'benefit_name': '영화', 'benefit_detail': '영화관 10% 할인'}, {'benefit_name': '프리미엄', 'benefit_detail': '국내공항 라운지 무료 이용인천공항·국내호텔 발레파킹 서비스'}, {'benefit_name': '교육', 'benefit_detail': '학원 업종 및 독서실 업종 3% 할인'}]"
LOCA LIKIT 1.2,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규회원 연회비 100% 캐시백이벤트롯데카드 온라인 신청 특별 혜택'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내외 가맹점 1.2% 결제일 할인온라인 결제는 1.5% 결제일 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페/베이커리 업종 1.2% 결제일온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 1.2% 결제일 할인'}, {'benefit_name': '주유', 'benefit_detail': '주유소 1.2% 결제일 할인'}, {'benefit_name': '외식', 'benefit_detail': '외식 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '영화', 'benefit_detail': '영화관 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '교육', 'benefit_detail': '교육비 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '육아', 'benefit_detail': '육아 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '레저', 'benefit_detail': '레저 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '문화', 'benefit_detail': '문화 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 1.2% 결제일 할인'}, {'benefit_name': '간편결제', 'benefit_detail': '간편결제 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인'}]"
디지로카 Las Vegas,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규회원 연회비 100% 캐시백이벤트롯데카드 온라인 신청 특별 혜택'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내외 가맹점 최대 2% 결제일 할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 업종 최대 2% 할인'}, {'benefit_name': '금융', 'benefit_detail': '금융 업종 최대 2% 할인'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 최대 2% 할인'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티 업종 최대 2% 할인'}, {'benefit_name': '레저', 'benefit_detail': '레저 업종 최대 2% 할인'}, {'benefit_name': '문화', 'benefit_detail': '문화 업종 최대 2% 할인'}, {'benefit_name': '영화', 'benefit_detail': '영화 업종 최대 2% 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 업종 최대 2% 할인'}, {'benefit_name': '외식', 'benefit_detail': '외식 업종 최대 2% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페·베이커리 최대 2% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 업종 최대 2% 할인'}, {'benefit_name': '육아', 'benefit_detail': '영·유아 업종 최대 2% 할인'}, {'benefit_name': '통신', 'benefit_detail': '통신비 최대 2% 할인'}, {'benefit_name': '교육', 'benefit_detail': '교육비 최대 2% 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 최대 2% 할인'}, {'benefit_name': '오토', 'benefit_detail': '오토 관련 업종 최대 2% 할인'}, {'benefit_name': '주유', 'benefit_detail': '주유비 최대 2% 할인'}, {'benefit_name': '납부 혜택', 'benefit_detail': '국내 가맹점 2~3개월 무이자 할부'}]"
카드의정석 TEN,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인 신규 연회비 100% 캐시백'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피 10% 청구할인TEN Discount 월 할인한도'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 10% 청구할인TEN Discount 월 할인한도'}, {'benefit_name': '대중교통', 'benefit_detail': '버스, 지하철, 택시 10% 청구할인TEN Discount 월 할인한도'}, {'benefit_name': '통신', 'benefit_detail': 'SKT, KT, LGU＋10%청구할인TEN Discount 월 할인한도'}, {'benefit_name': '쇼핑', 'benefit_detail': '해외 온/오프라인가맹점 10%청구할인TEN Discount 월 할인한도해외 이용 안내'}, {'benefit_name': '외식', 'benefit_detail': '음식점/주점 1% 청구할인ONE Discount 월 할인한도'}, {'benefit_name': '간편결제', 'benefit_detail': '온리인 간편결제 1% 청구할인ONE Discount 월 할인한도'}]"
신한카드 Simple+,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '1천원 미만 잔돈(Coin)은 할인이동통신요금 자동이체 추가 캐시백'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페&베이커리 0.7% 캐시백월 10회 천원 미만 결제금액 할인'}, {'benefit_name': '편의점', 'benefit_detail': '주요 편의점 이용금액 0.7% 캐시백월 10회 천원 미만 결제금액 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 이용금액 0.7% 캐시백월 10회 천원 미만 결제금액 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 0.7% 캐시백 제공SKT·KT·LG자동이체시 총1.4%'}, {'benefit_name': '쇼핑', 'benefit_detail': '전월 실적 없이 0.7% 캐시백월 10회 천원 미만 결제금액 할인'}, {'benefit_name': '외식', 'benefit_detail': '전월 실적 없이 0.7% 캐시백월 10회 천원 미만 결제금액 할인'}, {'benefit_name': '영화', 'benefit_detail': '온라인 영화 예매 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 이용금액 0.7% 캐시백'}, {'benefit_name': '문화', 'benefit_detail': '모든 문화 이용금액 0.7% 캐시백'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티업종 결제금액 0.7% 캐시백'}, {'benefit_name': '관리비', 'benefit_detail': '관리비 결제금액 0.7% 캐시백'}, {'benefit_name': '주유', 'benefit_detail': '주유 이용금액 0.7% 캐시백 제공'}, {'benefit_name': '육아', 'benefit_detail': '육아 관련 결제금액 0.7% 캐시백'}, {'benefit_name': '의료', 'benefit_detail': '전월 실적 없이 0.7% 캐시백월 10회 천원 미만 결제금액 할인'}, {'benefit_name': '교육', 'benefit_detail': '전국 교육 가맹점 0.7% 캐시백'}, {'benefit_name': '레저', 'benefit_detail': '레저업종 결제금액 0.7% 캐시백'}]"
카드의정석 EVERY MILE SKYPASS,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인 신규 연회비 100% 캐시백'}, {'benefit_name': '항공마일리지', 'benefit_detail': 'SKYPASS 최대 2마일 적립해외수수료 면제마일리지 적립안내적립 제공 시 유의사항'}, {'benefit_name': '프리미엄', 'benefit_detail': '국내 공항라운지 무료이용 서비스실적 산정 방법 안내'}]"
삼성카드 taptap S,"[{'benefit_name': '영화', 'benefit_detail': '모든 영화관 5천원 결제일할인'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '모든 가맹점 1% 빅포인트 적립'}, {'benefit_name': '주유', 'benefit_detail': '모든 주유소·LPG충전소 2천원 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페/베이커리 업종 1% 빅포인트적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 업종 1% 빅포인트 적립'}, {'benefit_name': '간편결제', 'benefit_detail': '간편결제 1% 빅포인트 적립'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 업종 1% 빅포인트 적립'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 업종 1% 빅포인트 적립'}, {'benefit_name': '외식', 'benefit_detail': '외식 업종 1% 빅포인트 적립'}, {'benefit_name': '통신', 'benefit_detail': '통신 업종 1% 빅포인트 적립'}, {'benefit_name': '교육', 'benefit_detail': '교육 업종 1% 빅포인트 적립'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 1% 빅포인트 적립'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 업종 1% 빅포인트적립'}, {'benefit_name': '레저', 'benefit_detail': '레저 업종 1% 빅포인트 적립'}, {'benefit_name': '육아', 'benefit_detail': '육아 1% 빅포인트 적립'}, {'benefit_name': '문화', 'benefit_detail': '문화 업종 1% 빅포인트 적립'}, {'benefit_name': '반려동물', 'benefit_detail': '반려동물 업종 1% 빅포인트 적립'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티 업종 1% 빅포인트 적립'}]"
아메리칸 익스프레스 로즈골드 KB국민카드,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시'}, {'benefit_name': '쇼핑', 'benefit_detail': '쿠팡 등 온라인쇼핑 10%할인롯데백화점 5% 할인온라인 면세점 5% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피 오프라인 매장 10% 할인스타벅스 사이렌오더 10% 할인커피빈 퍼플오더 10% 할인메가커피 메가오더 10% 할인'}, {'benefit_name': '편의점', 'benefit_detail': 'CU, GS 25 10% 할인'}, {'benefit_name': '대형마트', 'benefit_detail': '롯데마트, 홈플러스 5% 할인롯데슈퍼 등 5% 할인'}, {'benefit_name': '레저', 'benefit_detail': '대한항공, 아시아나 항공권 5% 할인'}]"
KB국민 가온올림카드(실속형),"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '기본+추가 최대 1.7% 포인트리적립해외이용금액 1.7%할인 캐시백'}, {'benefit_name': '대중교통', 'benefit_detail': '최대 1.7% 포인트리 적립대중교통 (버스, 지하철), 택시'}, {'benefit_name': '외식', 'benefit_detail': '최대 1.7% 포인트리 적립일반음식점,레스토랑,뷔페 등 외식업종'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '최대 1.7% 포인트리 적립스타벅스, 커피빈 등 커피전문점'}, {'benefit_name': '언제나할인', 'benefit_detail': '전월실적·적립한도없이 0.7% 적립국내 모든 가맹점 이용금액'}, {'benefit_name': '레저', 'benefit_detail': '롯데월드, 에버랜드 50% 현장할인캐리비안베이 30% 현장할인'}, {'benefit_name': '영화', 'benefit_detail': '1매당 3,500원 청구할인인터파크에서 영화 예매 시'}, {'benefit_name': '금융', 'benefit_detail': '최대1.2% 포인트리 적립KB손해보험, 삼성화재 등에서'}, {'benefit_name': '통신', 'benefit_detail': '최대 1.2% 포인트리 적립SKT, KT , LG U+ 통신요금'}, {'benefit_name': '편의점', 'benefit_detail': '최대 1.2% 포인트리 적립CU,GS25,미니스톱 등 편의점에서'}, {'benefit_name': '주유', 'benefit_detail': '최대1.2% 포인트리 적립SK, GS칼텍스 등 주유가맹점에서'}, {'benefit_name': '대형마트', 'benefit_detail': '최대1.2% 포인트리 적립이마트, 홈플러스 등 대형마트에서'}, {'benefit_name': '뷰티', 'benefit_detail': '최대1.2% 포인트리 적립올리브영, 아리따움 등 뷰티가맹점에서'}, {'benefit_name': '교육', 'benefit_detail': '최대1.2% 포인트리 적립교육 가맹점에서'}]"
카드의정석 EVERY POINT,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인 신규 연회비 100% 캐시백'}, {'benefit_name': '포인트/캐시백', 'benefit_detail': '국내외 가맹점 0.8% 적립국내 온라인 간편결제 2% 추가 적립적립한도 및 유의사항포인트 적립안내Two-in-One 결제서비스'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑 0.8% 기본 적립'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페/베이커리 0.8% 기본 적립'}, {'benefit_name': '외식', 'benefit_detail': '외식업종 0.8% 기본 적립'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티업종 0.8% 기본 적립'}, {'benefit_name': '주유', 'benefit_detail': '주유 0.8% 기본 적립'}, {'benefit_name': '문화', 'benefit_detail': '문화업종 0.8% 기본 적립'}, {'benefit_name': '통신', 'benefit_detail': '통신 0.8% 기본 적립'}, {'benefit_name': '육아', 'benefit_detail': '육아업종 0.8% 기본 적립'}, {'benefit_name': '교육', 'benefit_detail': '교육업종 0.8% 기본 적립'}, {'benefit_name': '영화', 'benefit_detail': '영화 0.8% 기본 적립'}, {'benefit_name': '의료', 'benefit_detail': '의료업종 0.8% 기본 적립'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 0.8% 기본 적립'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 0.8% 기본 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '대중교통 0.8% 기본 적립'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈업종 0.8% 기본 적립'}, {'benefit_name': '간편결제', 'benefit_detail': '간편결제 2% 추가 적립'}]"
KB국민 WE:SH Daily 카드,"[{'benefit_name': '연회비지원', 'benefit_detail': '온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내 가맹점 0.5% 청구할인'}, {'benefit_name': '쇼핑', 'benefit_detail': 'G마켓 등 쇼핑 10% 할인올리브영 ,다이소몰 10%할인오늘의집, 29CM 10%할인'}, {'benefit_name': '편의점', 'benefit_detail': 'GS25, CU 편의점 10% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스, 커피빈 10% 할인제과,아이스크림 10% 할인'}, {'benefit_name': '외식', 'benefit_detail': '패스트푸드 업종 10%할인'}, {'benefit_name': '문화', 'benefit_detail': '인터파크티켓, 티켓링크 10% 할인'}]"
삼성 iD ENERGY 카드,"[{'benefit_name': '주유', 'benefit_detail': '주유 건별 10,000원 결제일할인전기차 충전요금 10% 결제일할인'}, {'benefit_name': '오토', 'benefit_detail': '주차장·대리운전 10% 결제일할인스피드메이트 차량 점검 서비스'}, {'benefit_name': '하이패스', 'benefit_detail': '고속도로 통행료 10% 결제일할인'}, {'benefit_name': '대중교통', 'benefit_detail': '버스·지하철·택시 10% 결제일할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스 DT 30% 결제일할인'}]"
신한카드 Deep Oil,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규 고객 연회비 100% 캐시백!신규 회원이면 참여 가능!'}, {'benefit_name': '주유', 'benefit_detail': '주유서비스 10% 결제일 할인'}, {'benefit_name': '오토', 'benefit_detail': '전국 모든 주차장 10% 할인스피드메이트 10% 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스, 이디야 5% 할인'}, {'benefit_name': '대중교통', 'benefit_detail': '택시 이용금액 5% 할인'}, {'benefit_name': '영화', 'benefit_detail': '롯데시네마 영화예매 5천원 할인'}, {'benefit_name': '편의점', 'benefit_detail': 'GS25, CU 5% 할인'}]"
삼성 iD PET 카드,"[{'benefit_name': '금융', 'benefit_detail': '손해보험 10% 할인'}, {'benefit_name': '문화', 'benefit_detail': '스트리밍 10% 할인'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 1,000원 할인'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '커피전문점 1,000원 할인'}, {'benefit_name': '언제나할인', 'benefit_detail': '해외 1.5% 할인'}, {'benefit_name': '반려동물', 'benefit_detail': '동물병원 30% 할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '반려동물쇼핑몰 30% 할인'}, {'benefit_name': '간편결제', 'benefit_detail': '온라인 간편결제 5% 할인'}]"
LG U+ X LOCA,"[{'benefit_name': '통신', 'benefit_detail': 'LG U+ 통신비 최대 2만원 할인'}]"
삼성페이 삼성카드 taptap,"[{'benefit_name': '간편결제', 'benefit_detail': '삼성 페이로 결제 시 10% 할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신요금 자동납부 시 10% 할인'}, {'benefit_name': '영화', 'benefit_detail': 'CGV·롯데시네마 5천원 결제일할인'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내외 가맹점 0.3% 결제일할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '쇼핑업종 0.3% 결제일할인'}]"
디지로카 Paris,"[{'benefit_name': '연회비지원', 'benefit_detail': '신규회원 연회비 100% 캐시백이벤트롯데카드 온라인 신청 특별 혜택'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인 쇼핑 최대 5% 결제일 할인'}, {'benefit_name': '간편결제', 'benefit_detail': '네이버페이 최대 5% 결제일 할인'}, {'benefit_name': '언제나할인', 'benefit_detail': '국내외 가맹점에서 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '금융', 'benefit_detail': '금융 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '의료', 'benefit_detail': '의료 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '뷰티', 'benefit_detail': '뷰티 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '레저', 'benefit_detail': '레저 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '문화', 'benefit_detail': '문화 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '영화', 'benefit_detail': '영화 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '편의점', 'benefit_detail': '편의점 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '외식', 'benefit_detail': '외식 관련 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '카페/베이커리 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '육아', 'benefit_detail': '영·유아 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '통신', 'benefit_detail': '통신비 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '교육', 'benefit_detail': '교육비 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '대형마트', 'benefit_detail': '대형마트 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '오토', 'benefit_detail': '오토 관련 업종 0.7% 할인실적·한도 없이 혜택 제공'}, {'benefit_name': '주유', 'benefit_detail': '주유비 0.7% 할인실적·한도 없이 혜택 제공'}]"
삼성 iD VITA 카드,"[{'benefit_name': '의료', 'benefit_detail': '병원, 의원, 약국 20% 결제일할인'}, {'benefit_name': '금융', 'benefit_detail': '보험 10% 결제일할인'}, {'benefit_name': '대형마트', 'benefit_detail': '할인점 10% 결제일할인'}, {'benefit_name': '언제나할인', 'benefit_detail': '해외 1% 할인'}, {'benefit_name': '렌탈', 'benefit_detail': '렌탈 10% 결제일할인'}, {'benefit_name': '통신', 'benefit_detail': '이동통신 10% 결제일할인'}, {'benefit_name': '쇼핑', 'benefit_detail': '온라인쇼핑몰멤버십 10% 결제일할인헬스/뷰티 20% 결제일할인'}]"
IBK 포인트 신용카드,"[{'benefit_name': '포인트/캐시백', 'benefit_detail': '50만원 이상 5만 포인트 적립'}]"
삼성카드 & MILEAGE PLATINUM(스카이패스),"[{'benefit_name': '항공마일리지', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립추가적립처 1천원당 1마일리지추가적립'}, {'benefit_name': '쇼핑', 'benefit_detail': '신세계·롯데·현대·갤러리아 등1천원당 스카이패스 2마일리지 적립해외 1천원당 스카이패스2마일리지적립'}, {'benefit_name': '주유', 'benefit_detail': 'S-OIL·GS칼텍스·SK에너지 등1천원당 스카이패스 2마일리지 적립'}, {'benefit_name': '카페/베이커리', 'benefit_detail': '스타벅스·커피빈·카페베네·할리스커피등1천원당 스카이패스 2마일리지 적립'}, {'benefit_name': '편의점', 'benefit_detail': 'CU·GS25·세븐일레븐 등1천원당 스카이패스 2마일리지 적립'}, {'benefit_name': '대중교통', 'benefit_detail': '택시 1천원당 스카이패스2마일리지적립'}, {'benefit_name': '프리미엄', 'benefit_detail': '면세점·호텔·스파 등 아멕스 서비스인천공항 마티나라운지, 발렛파킹 무료'}, {'benefit_name': '간편결제', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '대형마트', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '외식', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '통신', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '교육', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '의료', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '렌탈', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '레저', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '육아', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '문화', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '반려동물', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '뷰티', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}, {'benefit_name': '영화', 'benefit_detail': '스카이패스 1천원당 1마일리지 적립'}]"
